author,comment,sentiment,positive_score,negative_score,sentiment_score,channel,title
roslibinhashim2069,Wah kami hamba yang Maha Kaya tapi kamu hamba para koruptor.. itu beda antara kita..,netral,1,1,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ajiibkuweren,Ko enak hanya minta maaf ganti rugi mana,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
IrpanMaulana-nik,goblog,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
zamharir-t9s,"BACOTAN BAHLIL DIIKUTI.
KWALITAS BBM HARUS NGIKUTI SPEK MESIN, BUKAN SPEK BAHLIL.",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
HarianKompasCetak,"Baca juga berita lainnya di kompas.id
Kendaraan Mogok Setelah Isi BBM, Pertamina Investigasi Terminal dan SPBU di Jatim  - komp.as/3LdV6zN
Baca berita dengan Kompas digital premium, akses langganan: https://komp.as/BacaLagi",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
acemuhaemin4598,Wah mungkin ini di spbu nya mencampurkan / ada kebocoran air jd masuk ke tanki spbu nya,positif,1,0,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
tigabobrogh697,Sudah positif itu air paling bawah,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
DidikKusyadi,"Pertamina ini konyol pertalite di oplos dg etanol  tanpa ada penelitian  mohon pak Presiden PRABOWO mohon di usut tuntas masalah ini , ini pencurian rakyat kecil tambah sengsara, tolong, diusut tuntas , etanol kadar airnya akan mengendap  bila ada air , air akan mengikat kadar air di etanol",negatif,0,2,-2,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
darmaputra6747,"sudah minta maaf dengan meterai , selesai urusannya , gitu aja kok repot !",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Abenx-q2s,"Dulu yg nakal oplos bensin dgn air tp itu penjual eceran di pinggir jalan, lhaa skrg pejabat pemerintah n pejabat Pertamina yg berbuat curang bgini, gila brengsek bejjaddd otaknya",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
MartiahSantoso-d9q,Kita jadi ragu mau isi pertalite juga Pertamax ..,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
DwiekaSujarwo,"Pertamina menyusakan orang² kecil 
Motor saya kenak Rotax sama nosel injektor",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
DaniSuharto,Halo rakyat..jangan diam ..nepalkan para penjahat pengelola negri kita...,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
HarTono-eb8ej,"Oknum tertentu ben batine tambah akeh bos ,",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
ugas_8238,itukan sengaja dicampur etanol sama sibahlul,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
suhartinihar2455,Ulahnya balil itu bensinnya dicampuri etanol.,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
Manuwai123,"Maaf nanya, itu campur air atau zat apa ya?",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
kevindismayana7420,"Waduh Pak Bathil 
Pranknya sukses nih!
Nek arek arek jawa timur wis bersatu remuk kon!",positif,1,0,1,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
DariusLandena-dw3rm,Bahlul yg bertanggung jawab,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Muhtadi-t7s,"Demo Pertamina AE Kediri kota 
Motor mbrebet",negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
andrenoviarfirmansyah8277,Udh gk msuk akal sii rakyat selalu di rugikan ini mah,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
hendrawijaya8485,"Hahahaa😂
Kalo sidak sendiri ya udah akal akal zaman raja mazapahit Rojo molyono...
Yang di Cek (priksa)sudah khusus tempat nya 😂",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
ruangngobrol4903,Ganti babibos..,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
yohanessuryoprabowo8760,Proyek ethanol nya Bahlil 😂😂😂😂,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
SaifulArifin-p6n,Harus di adili sama yg berwajib harus di hukum itu harus,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
IbuSari-x6i,kenapa kalau pejabat yg membuat kejahatan dan penipuan hukum di negara ini langsung buta masal,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
wise_man9305,"Udah jual oplosan, ga ada saingan eh masih aja ngaku rugi.... Kan t*lol 😅",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
anthayudha4461,Apa msih ga malu maksa Shell dkk hrus beli BBM dr Pertamina? Nanya doang 😅,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
SulatiSulati-l1q,"kenapa makin kesini, pertamina kwalitas bbm makin buruk.dulu gk pernah kadus seperti ini.makin bejat aja pertamina ini.",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
adeevakhanza9127,Rakyat lagi yg di rugikan.. Bahlil Bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Sanzuuwae,"mohon maaf, di merauke juga beberapa motor udah kena, termasuk motor saya",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MasMay-ew9xh,Bahlil biang kerok,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
AmeenaAmeena-y2d,La itu warnanya bensin tdk mulus,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
HamidTarmidin-ox1li,Mekanik nya tambah semangat karena banyak motor yang rusak... tambah job..,negatif,1,3,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AntoUnlimited,MAKIN GILA PERTAMINA PRESIDEN INDONESIA NGAPAIN AJAH 😁,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
edi9454,Kusut,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
agustinusbessie2209,"Lapor Polisi juga percuma.
Wong di Pertamina Pusat jg korupsinya ga jelas penanganannya padahal kerugian Negara sampai 900 Triliun, tapi yg ditangkap kecoa2nya doang",netral,1,1,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
deevamotor3538,Mantap buat pak eri,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
anikagustina8115,Emang pulici paham😢,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
triindahsusilowati6579,Salam brebet dari Tulangan Sidoarjo dengan gampange Pertamina oleh mutusi mintak maaf .  merugikan masyarakat,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
DianBudiman-h4t,"Uenak ya pertamina hny dan mudah minta maaf. Rskyat yg jd korban, tanggung jawabnya ?",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
SyarifHaya-fk6hm,😂😂😂 ahhh posko tak berguna,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
WaroengSeuhah-d9y,Sya mau menuntut kepengadilan karena hal ini.karena ini sudah merugikan kita..bukan hanya komplain,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
kilasalsabila1191,Lagi2 pertamina bikin ulah dan nyusain rakyat kecil pecat erick tohir yg gagal ngurusin bumn,negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
shafitri198,mending ganti mentri .nepalkan saja mwntri gk becus,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
muhbazari3474,Waduh gimana dgn mobil2.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Riz1985,Itu kelakuan Bahlil pecat g becus jadi menteri,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
johangoo3901,Harus persiden tegas motor mobil hacur,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
najibboto,"Kalo ngecek itu jgn pas ada masalah, tapi rutin ngeceknya, mana ada mau nangkep maling tp bilang ke malingnya klo mau di tangkap, kan lari njir",negatif,0,2,-2,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
AmeenaAmeena-y2d,La itu warnanya bensin tdk mulus,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
AntoUnlimited,MAKIN GILA PERTAMINA PRESIDEN INDONESIA NGAPAIN AJAH 😁,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
arjumanasrun2048,kalau mau baik.. shell dkk juga diberikan hak untuk menjual BBM bersubsidi.. skema pembayaran sama dengan Pertamina supaya Pertaminanya tidak semena-mena.. karena ada saingan..,positif,1,0,1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
muhbazari3474,Waduh gimana dgn mobil2.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
judikastalone6403,"Pertamina banyak yg nakal, pengennya untung besar",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
oifalsjombang1516,"Masyarakat tidak butuh permintaan maaf Pertamina yg masyarakat butuhkan tanggung jawab Pertamina
Masyarakat mengisi BBM di pom bayar kas tidak pernah ngutang namun kualitasnya sangat mrngecewakan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
agussalafy9460,Segera tangkap dan adili,negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
SyarifHaya-fk6hm,😂😂😂 ahhh posko tak berguna,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
pinalymint,"masih sabar rakyat sama pertamina.
kapan dinepalkan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
RioRio-b9h1d,"Di negara kita engk ada yang asli semua nya oplosan 
BBM oplosan 
Beras oplosan 
Minyak oplosan 
Telur oplosan
Apalagi 
Semua nya di oplos",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
RasmanCahyono-e8w,Bensin baunya kaya terpentine cat kayu. Motor jadi nggak jalan apalagi motor injeksi ...😢,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AndikaIdin-x1z,bukan di Jawa timur di Jawa Tengah juga ada saya mengalami motor di bawa ke bengkel akhirnya harus turun mesin padahal motor baru  satu tahun,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
chrisaja4649,Pertalite emang kualitas nya buruk. Klo mau cari untung bukan begini dong. Masak barang kualitas buruk di jual ke masyarakat..,negatif,0,2,-2,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
slamethariadi-m6d,yg dirugikan teyep rakyat kecil mereka yg berkuasa tidak merasakan,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
devgyros4081,"Itu pertamax udh ada etanol ny kan dicampur di awal ke bahan alami minyak nya. Kyanya mereka mracik lg dan mnggunaman alat smpe skhirny nyatu etanol dan minyak nya..ksus ny mgkin etanol ini ada kualitas ny lg, bisa aja di korup lg sm bjingan korup, jd yg etanol kw 5..bsa aja kan, wong mafia smua isiny",negatif,0,2,-2,Trend With Tee,🧠 Can You Crack the Secret Behind These Numbers?
IdaNurhasanah-u9p,Bensin dulu masrat di curi setiap hari    skrg lain cara lagi  supaya masrakat bisa di curi lagi  kalou motor macet gara  2 bensin pemerinta harus tanggung jawap masala nya gara 2 bensin,negatif,0,2,-2,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
godoelchanelnew4749,Wkwk pemerintahan. Gk becusss,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
karyono1975,PIYE IKI LAPOR KEMANA ...YANG BISA SELESAIKAN MASALAH INI.,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
MarinGamingg,Balil asu,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
taufikganteng6335,"Yang bikin ulah Pertamina 
Yang sidak dari pihak Pertamina apakah kalian masih percaya dengan para menteri di negeri ini 🤡",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
basribasri8238,🎉🎉🎉🎉🎉😂🎉😅🎉😊😮,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
hendrachairuna5695,Bahlil yang tanggung jawab kita tunggu saja tanggal mainnya,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
ruangngobrol4903,Ganti babibos..,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
TujaA-z3l,"Motorku jg gt, abis isi pertalite setelah di pakai beberapa meter mogok.",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
dianindra8501,"mobil saya kemarin tgl 29 okt 2025 isi pertalite di spbu jl hasan genggong (selatan randu pangger) kota probolinggo, hari ini saya pakai mulai brebet dan jalan tersendat sendat. harus lapor kemana ini ya??",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
JayacukHaryanto,Semakin bobrok,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
AndikaIdin-x1z,bukan di Jawa timur di Jawa Tengah juga ada saya mengalami motor di bawa ke bengkel akhirnya harus turun mesin padahal motor baru  satu tahun,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
FaizQalbi-h6e6w,Hampir semua spbu bkn tercampur tp memang d campur.,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
muhfaruq9950,"yaa begitulah indonesia yang punya jabatan dan uang bebas mau ngapain saja undang'' dan hukumnya cuman perlaku buat orang yg gak ber uang
sekarang rakyat harus tegas bersatu untuk ke adilan.",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
muhbazari3474,Semoga jawatengah baik2 saja info jawatengah monggo diser .,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Mochammadnaila,Bahlil otaknya bisa fungsi GK BRP octacore cpu hbyrid long peak...,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
pondrapratama8642,Bahlul blok,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AbiMamo-w4v,"Motor sehat jadi brebet tau2 mati 😢 dzolim lu pada astagfirullah

Saya tap baunya maCAM Bensin yang d campur cat",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
kicau_Pemula,selain pertamina gk ada t......,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
andriyantolulut8275,"Sehat sehat SPBU KAYOOONN Surabaya Lokasinya 
SMG tmbah Ramee
Mnkin brmsalah itu dari Pertamina ya BKN SPBU",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ChiaraLarasati-i7r,"Enak y cuma modal maaf doank, lah yg kena modal duit buat ke bengkel. Hadeh",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
mrjoranpoh5640,"Harus di rombak mesin SPBU,harus di ganti transparan",positif,1,0,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
dionvictory4475,Bongkar motor bayar 250.000. pemerintah tambah membebani rakyat kecil,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
yohanesall9517,Pertamina menciptakan masalah untuk kita penyelesaian oleh  Pertamina. cocok 62 aduan =+62,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
karangjaya938,"Bahlil harus bertanggung jawab atas kejadian itu .
Bahlil membuat ulah lagi
Pertamina , itu perusahaan .
Itu pernyataan yg bodoh ,
Pemegang  perusahaan itu yg bertanggung jawab",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
harisetyabudiharno9951,Semua gara² Bahlul... 😢,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ariwardoyo5048,Sejak ada pertalite campur etanol aku GK beli ..,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
WahyuSukoco-dy4ve,Sdah permainan itu pak bos d Lampung aj sdah lama Kya gt,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
JendKumalaSh,BAHLIL ITU PKI GEMBEL.PERUSAK NEGARA,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
MuhadiNh,Inilah kelebihan para ppenjabat kita hanya bisa nipu dan bodoin rakyat ya kan,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
sumarsonosumarsono2983,Ganti menteri lebih ok . . Yes!,positif,1,0,1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
kasnanbinaffand4814,Kebijakan yg merugikan rakyat,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
surya-y1h,awas itu mungkin sabotase agar orang ber alih ke motor dan mobil listrik,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
SaviraAnggraeni,Kalau rakyat tiada maaf,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
masbimbim9957,Pertamina GATHEL,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
dianindra8501,"mobil saya kemarin tgl 29 okt 2025 isi pertalite di spbu jl hasan genggong (selatan randu pangger) kota probolinggo, hari ini saya pakai mulai brebet dan jalan tersendat sendat. harus lapor kemana ini ya??",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
andriwibi2360,Pk mentrine sate nen,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
indraKusuma445,Jgn pilih Golkar selama ada bahlil,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
alfirizkiamelia7462,Mending Beli Di Warung Madura Ga Si? Botolnya Transparan Keliatan,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
RamliRamli-h1v,Petronas : gue selamanya kalian benci tetapi gak papa seluruh dunia lainnya suka bangat ama gue. Selamat Tinggal Konoha 😂,netral,1,1,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
wiratmawiratma,kebanyakan campuran kayaknya,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
AbiMamo-w4v,"Motor sehat jadi brebet tau2 mati 😢 dzolim lu pada astagfirullah

Saya tap baunya maCAM Bensin yang d campur cat",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MuhammadVino-hf1jo,Hahahaha jls penyidik atau polisi jls nutup nutupin.dia takut kena dampak dari orang atas sono😂😂😂,negatif,0,1,-1,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
Graviel-z4l,Yng benar wah 😮,positif,2,0,2,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
nazrilsepta4054,"Motor gw 2 biji brebet semua anying. 

Gw bawa ke bengkel . Ganti busi , ganti filter BBM , nguras bensin full dan gw buang di SPBU nya.  

Jahat bgt orang2 itu",negatif,0,1,-1,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
WiraAdiarsa,Baru kali ini ada Mentri pintar ngomong tapi bodohnya melebihi pintarnya yaitu si bahlil,positif,1,0,1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
aryulgege90,ORANG BELI PERTALIT PAKAI SEPEDA ITU TDK PERNAH MINTAK STRUK PEMBELIAN MAS BRO....POLISI ANE2 SAJA MINTAK STRUK PEMBELIAN PERTALIT...KOK KOPLAK YA..,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
